Sex,Priming,trialN,Block,Adjective,Valence,Answer,Arrow,rT
male,Collective,91,we,astuto,positive,no,right,2010
male,Collective,92,we,desconfiado,negative,yes,left,2228
male,Collective,93,we,resiliente,positive,yes,left,864
male,Collective,94,we,ambicioso,negative,yes,left,147
male,Collective,95,we,detallista,positive,no,right,211
male,Collective,96,we,atractivo,positive,no,right,380
male,Collective,97,we,amoroso,positive,yes,left,648
male,Collective,98,we,calmado,positive,no,right,658
male,Collective,99,we,depresivo,negative,yes,left,830
male,Collective,100,we,sincero,positive,no,right,1251
male,Collective,101,we,racional,positive,yes,left,630
male,Collective,102,we,hip�crita,negative,yes,left,529
male,Collective,103,we,prejuicioso,negative,no,right,1481
male,Collective,104,we,ingenuo,negative,no,right,791
male,Collective,105,we,puntual,positive,no,right,680
male,Collective,106,we,machista,negative,yes,left,757
male,Collective,107,we,atento,positive,no,right,1859
male,Collective,108,we,bondadoso,positive,yes,left,1422
male,Collective,109,we,disperso,negative,yes,left,306
male,Collective,110,we,especial,positive,no,right,1146
male,Collective,111,we,sedentario,negative,yes,left,1188
male,Collective,112,we,anticuado,negative,yes,left,1793
male,Collective,113,we,c�mico,positive,yes,left,780
male,Collective,114,we,nervioso,negative,yes,left,286
male,Collective,115,we,impulsivo,negative,no,right,435
male,Collective,116,we,esforzado,positive,yes,left,743
male,Collective,117,we,impuntual,negative,yes,left,264
male,Collective,118,we,apretado,negative,yes,left,721
male,Collective,119,we,feliz,positive,no,right,525
male,Collective,120,we,alegre,positive,no,right,4189
male,Collective,121,we,rom�ntico,positive,no,right,993
male,Collective,122,we,entusiasta,positive,yes,left,882
male,Collective,123,we,reflexivo,positive,yes,left,241
male,Collective,124,we,confiado,positive,no,right,2103
male,Collective,125,we,posesivo,negative,no,right,258
male,Collective,126,we,burlesco,negative,yes,left,1072
male,Collective,127,we,abusivo,negative,yes,left,238
male,Collective,128,we,suertudo,positive,no,right,854
male,Collective,129,we,realista,positive,yes,left,190
male,Collective,130,we,extremista,negative,no,right,646
male,Collective,131,we,rencoroso,negative,no,right,270
male,Collective,132,we,caprichoso,negative,yes,left,1767
male,Collective,133,we,seguro,positive,no,right,554
male,Collective,134,we,pac�fico,positive,no,right,444
male,Collective,135,we,grosero,negative,yes,left,1379
male,Collective,136,we,descarado,negative,no,right,668
male,Collective,137,we,honrado,positive,yes,left,1853
male,Collective,138,we,persistente,positive,no,right,914
male,Collective,139,we,p�caro,positive,yes,left,454
male,Collective,140,we,unido,positive,no,right,1075
male,Collective,141,we,enfermizo,negative,no,right,839
male,Collective,142,we,dominante,negative,no,right,293
male,Collective,143,we,compasivo,positive,no,right,401
male,Collective,144,we,natural,positive,yes,left,458
male,Collective,145,we,infantil,negative,no,right,1335
male,Collective,146,we,exitoso,positive,no,right,408
male,Collective,147,we,ocioso,negative,yes,left,206
male,Collective,148,we,perspicaz,positive,yes,left,1483
male,Collective,149,we,orgulloso,negative,no,right,1693
male,Collective,150,we,vergonzoso,negative,yes,left,173
male,Collective,151,we,apacible,positive,no,right,352
male,Collective,152,we,entregado,positive,yes,left,956
male,Collective,153,we,sagaz,positive,no,right,103
male,Collective,154,we,regal�n,positive,yes,left,283
male,Collective,155,we,celoso,negative,no,right,573
male,Collective,156,we,inconstante,negative,yes,left,446
male,Collective,157,we,mentiroso,negative,yes,left,307
male,Collective,158,we,agresivo,negative,yes,left,1923
male,Collective,159,we,amante,positive,yes,left,1795
male,Collective,160,we,farsante,negative,yes,left,1096
male,Collective,161,we,consumista,negative,yes,left,215
male,Collective,162,we,comprensivo,positive,yes,left,277
male,Collective,163,we,tolerante,positive,no,right,3204
male,Collective,164,we,estricto,positive,yes,left,701
male,Collective,165,we,suspicaz,positive,no,right,1370
male,Collective,166,we,prudente,positive,yes,left,1208
male,Collective,167,we,diferente,positive,no,right,282
male,Collective,168,we,c�lido,positive,yes,left,1121
male,Collective,169,we,codicioso,negative,no,right,1021
male,Collective,170,we,miedoso,negative,yes,left,3437
male,Collective,171,we,narcisista,negative,yes,left,512
male,Collective,172,we,pesimista,negative,yes,left,171
male,Collective,173,we,obsesivo,negative,yes,left,662
male,Collective,174,we,amistoso,positive,yes,left,216
male,Collective,175,we,permisivo,positive,no,right,444
male,Collective,176,we,creativo,positive,no,right,262
male,Collective,177,we,cascarrabias,negative,yes,left,1660
male,Collective,178,we,capaz,positive,yes,left,255
male,Collective,179,we,sociable,positive,yes,left,321
male,Collective,180,we,ingrato,negative,yes,left,1032
male,Collective,181,we,goloso,negative,yes,left,75
male,Collective,182,we,mon�tono,negative,yes,left,572
male,Collective,183,we,ignorante,negative,yes,left,123
male,Collective,184,we,sinverg�enza,negative,yes,left,317
male,Collective,185,we,tranquilo,positive,yes,left,1656
male,Collective,186,we,arrogante,negative,no,right,521
male,Collective,187,we,persuasivo,positive,no,right,2784
male,Collective,188,we,moderno,positive,no,right,252
male,Collective,189,we,ostentoso,negative,yes,left,888
male,Collective,190,we,arrastrado,negative,no,right,662
male,Collective,191,we,altanero,negative,yes,left,111
male,Collective,192,we,envidioso,negative,yes,left,231
male,Collective,193,we,paciente,positive,yes,left,480
male,Collective,194,we,carretero,positive,yes,left,324
male,Collective,195,we,infiel,negative,yes,left,781
male,Collective,196,we,prepotente,negative,yes,left,206
male,Collective,197,we,indeciso,negative,yes,left,373
male,Collective,198,we,eficiente,positive,yes,left,1501
male,Collective,199,we,c�modo,negative,yes,left,1168
male,Collective,200,we,cordial,positive,yes,left,235
male,Collective,201,me,obediente,positive,no,right,834
male,Collective,202,me,responsable,positive,no,right,268
male,Collective,203,me,permisivo,positive,yes,left,244
male,Collective,204,me,narcisista,negative,no,right,237
male,Collective,205,me,sincero,positive,yes,left,218
male,Collective,206,me,suertudo,positive,yes,left,248
male,Collective,207,me,dependiente,negative,no,right,228
male,Collective,208,me,apretado,negative,no,right,531
male,Collective,209,me,solidario,positive,yes,left,843
male,Collective,210,me,soberbio,negative,no,right,585
male,Collective,211,me,prejuicioso,negative,yes,left,329
male,Collective,212,me,feliz,positive,yes,left,843
male,Collective,213,me,apacible,positive,yes,left,212
male,Collective,214,me,traicionero,negative,no,right,302
male,Collective,215,me,sarc�stico,negative,yes,left,1842
male,Collective,216,me,persistente,positive,no,right,213
male,Collective,217,me,estricto,positive,no,right,589
male,Collective,218,me,cordial,positive,yes,left,120
male,Collective,219,me,vengativo,negative,no,right,309
male,Collective,220,me,ignorante,negative,no,right,208
male,Collective,221,me,rutinario,negative,yes,left,583
male,Collective,222,me,obstinado,negative,no,right,1178
male,Collective,223,me,regal�n,positive,yes,left,515
male,Collective,224,me,jovial,positive,yes,left,899
male,Collective,225,me,detallista,positive,no,right,255
male,Collective,226,me,suspicaz,positive,yes,left,310
male,Collective,227,me,patriota,positive,no,right,224
male,Collective,228,me,inteligente,positive,no,right,444
male,Collective,229,me,pesimista,negative,yes,left,422
male,Collective,230,me,perceptivo,positive,yes,left,361
male,Collective,231,me,paciente,positive,yes,left,1182
male,Collective,232,me,ocioso,negative,yes,left,1668
male,Collective,233,me,exitoso,positive,no,right,498
male,Collective,234,me,inconstante,negative,yes,left,382
male,Collective,235,me,resiliente,positive,yes,left,447
male,Collective,236,me,machista,negative,no,right,172
male,Collective,237,me,pac�fico,positive,no,right,2875
male,Collective,238,me,espont�neo,positive,yes,left,195
male,Collective,239,me,decente,positive,yes,left,976
male,Collective,240,me,obsceno,negative,no,right,2672
male,Collective,241,me,borracho,negative,yes,left,325
male,Collective,242,me,divertido,positive,yes,left,209
male,Collective,243,me,bac�n,positive,no,right,229
male,Collective,244,me,amoroso,positive,no,right,459
male,Collective,245,me,vanidoso,negative,no,right,277
male,Collective,246,me,amargado,negative,yes,left,237
male,Collective,247,me,burlesco,negative,no,right,155
male,Collective,248,me,abusivo,negative,no,right,197
male,Collective,249,me,chistoso,positive,yes,left,229
male,Collective,250,me,vicioso,negative,yes,left,251
male,Collective,251,me,gentil,positive,yes,left,1075
male,Collective,252,me,galante,positive,no,right,708
male,Collective,253,me,honrado,positive,yes,left,163
male,Collective,254,me,moderno,positive,no,right,257
male,Collective,255,me,insidioso,negative,no,right,212
male,Collective,256,me,estudioso,positive,no,right,77
male,Collective,257,me,bromista,positive,yes,left,528
male,Collective,258,me,atractivo,positive,no,right,173
male,Collective,259,me,audaz,positive,no,right,520
male,Collective,260,me,eficiente,positive,no,right,249
male,Collective,261,me,ofensivo,negative,no,right,1000
male,Collective,262,me,molestoso,negative,no,right,587
male,Collective,263,me,hip�crita,negative,no,right,229
male,Collective,264,me,entregado,positive,yes,left,766
male,Collective,265,me,prudente,positive,yes,left,748
male,Collective,266,me,hogare�o,positive,yes,left,381
male,Collective,267,me,rencoroso,negative,no,right,733
male,Collective,268,me,comprensivo,positive,yes,left,243
male,Collective,269,me,atento,positive,yes,left,1373
male,Collective,270,me,cascarrabias,negative,no,right,649
male,Collective,271,me,conformista,negative,yes,left,1922
male,Collective,272,me,prepotente,negative,no,right,236
male,Collective,273,me,grosero,negative,no,right,256
male,Collective,274,me,calmado,positive,yes,left,306
male,Collective,275,me,cari�oso,positive,no,right,238
male,Collective,276,me,consumista,negative,yes,left,188
male,Collective,277,me,confiado,positive,yes,left,1128
male,Collective,278,me,seguro,positive,no,right,264
male,Collective,279,me,tranquilo,positive,yes,left,777
male,Collective,280,me,pragm�tico,positive,yes,left,284
male,Collective,281,me,educado,positive,no,right,1501
male,Collective,282,me,agradable,positive,no,right,1530
male,Collective,283,me,risue�o,positive,yes,left,127
male,Collective,284,me,t�mido,negative,yes,left,213
male,Collective,285,me,hostil,negative,no,right,52
male,Collective,286,me,delincuente,negative,no,right,324
male,Collective,287,me,impuntual,negative,yes,left,299
male,Collective,288,me,presumido,negative,no,right,201
male,Collective,289,me,simp�tico,positive,yes,left,659
male,Collective,290,me,amante,positive,no,right,205
male,Collective,291,me,nervioso,negative,yes,left,321
male,Collective,292,me,orgulloso,negative,yes,left,1489
male,Collective,293,me,amistoso,positive,yes,left,258
male,Collective,294,me,canchero,positive,no,right,207
male,Collective,295,me,creativo,positive,yes,left,248
male,Collective,296,me,cuentero,negative,no,right,156
male,Collective,297,me,agresivo,negative,no,right,937
male,Collective,298,me,alaraco,negative,yes,left,53
male,Collective,299,me,envidioso,negative,no,right,256
male,Collective,300,me,directo,positive,no,right,4076
male,Collective,301,me,diferente,positive,yes,left,773
male,Collective,302,me,racional,positive,yes,left,103
male,Collective,303,me,ingenuo,negative,yes,left,221
male,Collective,304,me,fastidioso,negative,no,right,171
male,Collective,305,me,rom�ntico,positive,no,right,878
male,Collective,306,me,arrogante,negative,no,right,1264
male,Collective,307,me,ordinario,negative,no,right,3533
male,Collective,308,me,caprichoso,negative,no,right,1827
male,Collective,309,me,natural,positive,yes,left,877
male,Collective,310,me,quisquilloso,negative,yes,left,255
male,Collective,311,me,inmaduro,negative,yes,left,219
male,Collective,312,me,rabioso,negative,no,right,214
male,Collective,313,me,sagaz,positive,no,right,175
male,Collective,314,me,especial,positive,no,right,304
male,Collective,315,me,ingrato,negative,yes,left,237
male,Collective,316,me,avaro,negative,no,right,210
male,Collective,317,me,reflexivo,positive,yes,left,276
male,Collective,318,me,piadoso,positive,no,right,1873
male,Collective,319,me,unido,positive,yes,left,132
male,Collective,320,me,idealista,positive,yes,left,291
male,Collective,321,me,realista,positive,yes,left,2092
male,Collective,322,me,c�modo,negative,yes,left,267
male,Collective,323,me,infiel,negative,no,right,250
male,Collective,324,me,vigoroso,positive,no,right,286
male,Collective,325,me,d�spota,negative,no,right,156
male,Collective,326,me,ego�sta,negative,no,right,565
male,Collective,327,me,pedante,negative,no,right,291
male,Collective,328,me,ostentoso,negative,no,right,379
male,Collective,329,me,entusiasta,positive,yes,left,889
male,Collective,330,me,emp�tico,positive,yes,left,297
male,Collective,331,me,impulsivo,negative,yes,left,230
male,Collective,332,me,ir�nico,negative,no,right,2435
male,Collective,333,me,p�caro,positive,yes,left,345
male,Collective,334,me,esforzado,positive,yes,left,946
male,Collective,335,me,festivo,positive,no,right,926
male,Collective,336,me,altanero,negative,no,right,668
male,Collective,337,me,curioso,positive,yes,left,24
male,Collective,338,me,obsesivo,negative,yes,left,1174
male,Collective,339,me,dominante,negative,no,right,231
male,Collective,340,me,bondadoso,positive,yes,left,76
male,Collective,341,me,infantil,negative,yes,left,594
male,Collective,342,me,ansioso,negative,yes,left,127
male,Collective,343,me,arrastrado,negative,no,right,259
male,Collective,344,me,codicioso,negative,no,right,193
male,Collective,345,me,brillante,positive,no,right,928
male,Collective,346,me,tolerante,positive,yes,left,211
male,Collective,347,me,absorbente,negative,no,right,427
male,Collective,348,me,intruso,negative,no,right,613
male,Collective,349,me,humilde,positive,yes,left,233
male,Collective,350,me,ingenioso,positive,yes,left,274
male,Collective,351,me,depresivo,negative,yes,left,228
male,Collective,352,me,positivo,positive,yes,left,207
male,Collective,353,me,sociable,positive,yes,left,196
male,Collective,354,me,honesto,positive,yes,left,1317
male,Collective,355,me,sinverg�enza,negative,no,right,248
male,Collective,356,me,c�lido,positive,yes,left,363
male,Collective,357,me,extremista,negative,no,right,312
male,Collective,358,me,altruista,positive,yes,left,300
male,Collective,359,me,estresado,negative,yes,left,153
male,Collective,360,me,descarado,negative,no,right,439
male,Collective,361,me,farsante,negative,no,right,200
male,Collective,362,me,elocuente,positive,no,right,486
male,Collective,363,me,anticuado,negative,no,right,1309
male,Collective,364,me,sencillo,positive,yes,left,1162
male,Collective,365,me,resentido,negative,no,right,181
male,Collective,366,me,ambicioso,negative,no,right,536
male,Collective,367,me,puntual,positive,no,right,847
male,Collective,368,me,miedoso,negative,no,right,506
male,Collective,369,me,sumiso,negative,yes,left,1223
male,Collective,370,me,ma�oso,negative,no,right,2170
male,Collective,371,me,disperso,negative,yes,left,952
male,Collective,372,me,desconfiado,negative,yes,left,1183
male,Collective,373,me,sedentario,negative,no,right,1122
male,Collective,374,me,racista,negative,no,right,308
male,Collective,375,me,mon�tono,negative,yes,left,34
male,Collective,376,me,optimista,positive,yes,left,7
male,Collective,377,me,clasista,negative,no,right,219
male,Collective,378,me,violento,negative,no,right,195
male,Collective,379,me,c�mico,positive,no,right,269
male,Collective,380,me,valiente,positive,yes,left,415
male,Collective,381,me,arribista,negative,no,right,184
male,Collective,382,me,celoso,negative,no,right,718
male,Collective,383,me,mentiroso,negative,no,right,1027
male,Collective,384,me,indeciso,negative,yes,left,1668
male,Collective,385,me,indiscreto,negative,yes,left,524
male,Collective,386,me,efectivo,positive,yes,left,272
male,Collective,387,me,carretero,positive,no,right,219
male,Collective,388,me,inseguro,negative,yes,left,95
male,Collective,389,me,alegre,positive,yes,left,207
male,Collective,390,me,posesivo,negative,no,right,278
male,Collective,391,me,persuasivo,positive,yes,left,332
male,Collective,392,me,perspicaz,positive,yes,left,1135
male,Collective,393,me,compasivo,positive,yes,left,390
male,Collective,394,me,temeroso,negative,no,right,245
male,Collective,395,me,capaz,positive,no,right,525
male,Collective,396,me,vergonzoso,negative,yes,left,262
male,Collective,397,me,goloso,negative,yes,left,205
male,Collective,398,me,astuto,positive,yes,left,670
male,Collective,399,me,sensible,positive,yes,left,250
male,Collective,400,me,enfermizo,negative,no,right,1070
