ID,TIME,Age,Gender,Edu,XP,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,CRT7,CRTALL7_R,CRTALL7_I,CRTALL6_R,CRTALL6_I,CRTALL3_R,CRTALL3_I,CRT_Time,Familiarity,PBS_Avg,BeliefBias_Sum,AOM_Avg,DN_Avg,NUMERACY_Sum
194,21.15,68,2,5,0,1,2,1,1,1,3,1,5,1,4,1,2,1,6.746133333,2,1.615384615,4,4.090909091,1.8,9
195,13.61666667,42,2,2,1,1,1,2,1,2,2,1,4,3,3,3,2,1,3.379833333,0,2.5,7,2.909090909,1.2,8
196,23.8,20,2,2,0,1,1,1,1,1,1,1,7,0,6,0,3,0,10.34605,1,1.769230769,0,3.818181818,1,10
197,29.91666667,40,2,3,0,2,1,1,1,1,2,2,4,3,4,2,2,1,12.67663333,0,2.730769231,1,4.454545455,2,10
198,17.2,47,2,2,2,2,2,2,2,3,3,2,0,5,0,4,0,3,3.8853,0,3.923076923,7,4.090909091,5.8,6
199,22.95,45,2,2,0,2,1,1,1,2,1,2,4,3,4,2,2,1,4.618883333,2,4,1,3.454545455,2.6,10
200,17.43333333,39,2,4,0,1,1,1,1,2,2,1,5,2,4,2,3,0,3.464416667,0,1.807692308,0,3.818181818,2,10
201,13.05,36,1,2,2,2,2,1,1,2,2,1,3,4,2,4,1,2,2.876716667,1,3.5,3,3.727272727,1,11
202,13.41666667,24,2,2,2,2,2,2,2,1,2,2,1,6,1,5,0,3,2.6722,7,4.038461538,6,3.181818182,1.2,10
203,13.7,20,1,3,0,2,2,1,3,2,1,1,3,3,2,3,1,2,3.34295,0,1.230769231,0,3.818181818,2,11
204,34.93333333,26,1,3,1,1,2,1,1,1,1,1,6,1,5,1,2,1,0.44585,0,2.846153846,3,3.545454545,3,7
205,19.5,42,2,3,1,1,1,1,1,1,1,2,6,1,6,0,3,0,3.267783333,0,3.423076923,1,4.181818182,1.8,11
206,42.61666667,34,2,2,1,2,1,1,1,2,2,2,3,4,3,3,2,1,4.524,0,2.692307692,8,3.090909091,2.2,7
207,20.45,22,1,2,0,2,2,1,3,1,2,2,2,4,2,3,1,2,4.45105,0,1.115384615,3,4.636363636,1.2,10
208,16.36666667,34,2,3,1,2,1,1,1,1,1,1,6,1,5,1,2,1,4.189616667,0,1.192307692,1,4.363636364,1.2,10
209,21.18333333,24,2,3,0,2,2,2,2,2,3,1,1,5,0,5,0,3,6.57745,0,4.576923077,4,3,3.2,8
210,37.41666667,62,2,2,1,2,2,2,2,1,1,2,2,5,2,4,0,3,5.066566667,3,4.576923077,3,3.727272727,1.6,11
211,18.78333333,57,2,3,2,2,2,3,1,2,3,1,2,3,1,3,0,2,4.392883333,1,3.653846154,7,3.818181818,4,8
212,15.63333333,49,1,3,2,1,1,1,1,1,1,1,7,0,6,0,3,0,2.86685,2,1.923076923,1,3.818181818,1,11
213,14.65,36,1,3,1,2,2,1,1,1,1,1,5,2,4,2,1,2,2.551566667,0,3.384615385,4,3.818181818,2,11
214,17.08333333,54,1,2,1,2,2,2,1,2,2,1,2,5,1,5,0,3,2.7443,1,2.807692308,4,4,1,11
215,18.3,50,1,3,1,1,1,1,1,1,1,1,7,0,6,0,3,0,3.243266667,0,1.769230769,6,4.090909091,1,11
216,18.3,34,2,3,1,2,1,2,1,1,1,1,5,2,4,2,1,2,5.250983333,0,3.538461538,6,3.818181818,2,11
217,22.38333333,33,2,2,2,1,1,1,3,2,3,1,4,1,3,1,3,0,6.319383333,3,1.384615385,4,4.272727273,1,11
218,15.38333333,24,1,2,0,1,1,1,1,1,1,1,7,0,6,0,3,0,4.782216667,0,1.192307692,0,4.636363636,1,11
219,17.2,34,1,3,0,2,2,1,1,2,1,1,4,3,3,3,1,2,8.795116667,0,1.230769231,4,4.909090909,1.8,11
220,22.1,56,1,2,1,2,1,2,1,1,2,1,4,3,3,3,1,2,3.882883333,7,4.807692308,5,3.909090909,3.8,3
221,10.25,22,1,3,1,1,1,2,2,1,1,1,5,2,4,2,2,1,2.924066667,7,1.230769231,8,4.454545455,1,9
222,18.08333333,59,2,2,0,2,2,2,2,2,3,2,0,6,0,5,0,3,5.067633333,0,3.307692308,6,3.363636364,3.2,11
223,24.08333333,46,1,5,1,1,1,1,1,1,1,1,7,0,6,0,3,0,4.173816667,3,1.384615385,0,4.545454545,2,11
224,12.38333333,37,1,3,2,1,1,1,1,1,1,1,7,0,6,0,3,0,2.789316667,2,1.269230769,4,4.545454545,1,11
225,19,56,2,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,4.665866667,1,4.769230769,6,4.181818182,2,10
226,18.06666667,53,2,4,1,2,1,1,2,1,1,1,5,2,4,2,2,1,4.2509,7,1.846153846,8,3.545454545,1.8,10
227,18.78333333,22,2,3,2,1,1,1,1,2,3,1,5,1,4,1,3,0,4.527066667,0,1.423076923,4,3.272727273,1.6,10
228,33.96666667,56,2,3,1,2,1,1,1,2,2,1,4,3,3,3,2,1,6.745433333,0,2.807692308,0,3.545454545,1,9
229,18.8,18,1,2,2,2,1,1,1,1,1,1,6,1,5,1,2,1,7.974833333,0,1.884615385,0,5,1,11
230,18.76666667,33,1,3,2,2,2,2,1,1,2,1,3,4,2,4,0,3,2.8968,0,1.230769231,1,3.818181818,1,11
231,26.08333333,63,1,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,3.292116667,1,2.615384615,2,3.363636364,3,11
232,24.03333333,35,2,2,1,1,1,1,1,2,1,1,6,1,5,1,3,0,3.722533333,2,1.884615385,3,4,2.8,8
233,21.85,50,2,3,0,1,3,1,3,2,3,1,3,1,2,1,2,0,7.16935,0,1.115384615,4,4.727272727,2,10
234,12.11666667,49,2,2,2,2,1,2,1,1,1,1,5,2,4,2,1,2,2.3495,7,2.884615385,4,3.636363636,2,11
235,12.88333333,29,1,3,1,1,1,1,1,1,1,1,7,0,6,0,3,0,4.0006,1,1.384615385,4,4.181818182,1,10
236,10.91666667,25,1,3,0,2,2,2,2,1,1,1,3,4,2,4,0,3,2.01815,0,1.5,8,3.727272727,1,11
237,12.38333333,48,2,2,1,1,1,1,2,1,2,1,5,2,4,2,3,0,2.126483333,0,1.269230769,0,4.181818182,1.8,10
238,15.55,27,2,4,1,2,1,2,2,2,2,2,1,6,1,5,1,2,2.897083333,7,1.153846154,4,4.454545455,2.2,7
239,29.68333333,19,2,3,2,2,3,1,2,2,3,2,1,4,1,3,1,1,8.035516667,0,1.307692308,0,4.727272727,2,7
240,16.16666667,19,1,2,2,1,1,1,1,1,1,1,7,0,6,0,3,0,7.351483333,0,1.192307692,0,4.090909091,1,11
241,24.3,32,2,3,0,2,2,2,3,2,3,1,1,4,0,4,0,3,7.221466667,0,4.269230769,7,4.090909091,2,8
242,16.06666667,58,1,3,2,1,1,2,1,1,2,1,5,2,4,2,2,1,3.561333333,3,1.5,0,4.363636364,1,11
243,33.36666667,44,2,3,2,1,1,1,1,2,3,1,5,1,4,1,3,0,7.912633333,0,1.269230769,0,4.545454545,2,11
244,11.96666667,32,1,3,0,2,2,2,2,3,2,1,1,5,0,5,0,3,4.0505,7,3.961538462,6,3.363636364,2.4,10
245,19.3,48,1,3,1,2,2,1,2,1,2,2,2,5,2,4,1,2,2.99445,1,1.5,3,3.909090909,1.8,9
246,16.76666667,42,2,3,2,1,3,2,2,3,1,1,3,2,2,2,1,1,3.140266667,0,1.423076923,2,2.818181818,1.2,8
247,37.61666667,36,2,2,2,1,1,1,1,1,2,3,5,1,5,1,3,0,13.24765,1,2.769230769,0,4.454545455,2,8
248,14.65,28,1,4,1,1,1,1,1,1,2,1,6,1,5,1,3,0,4.147266667,1,1.269230769,0,4.636363636,1,11
249,16.46666667,21,2,2,1,2,2,2,1,1,2,2,2,5,2,4,0,3,3.913633333,0,2.730769231,7,4.090909091,2.8,9
250,11.38333333,25,1,2,1,1,1,1,1,1,2,1,6,1,5,1,3,0,3.023483333,2,1.115384615,0,4.090909091,1,11
251,31.23333333,30,2,3,2,1,3,3,1,1,3,1,4,0,3,0,1,0,9.5435,0,3.384615385,5,3.636363636,3,9
252,20.31666667,28,2,2,0,1,1,1,1,1,1,1,7,0,6,0,3,0,3.77645,5,1.346153846,3,3.818181818,1,11
253,23.96666667,29,2,4,1,2,1,1,1,1,1,2,5,2,5,1,2,1,5.292883333,0,1.807692308,3,4.272727273,2.2,10
254,15.58333333,26,2,3,2,2,2,2,3,2,2,1,1,5,0,5,0,3,4.009433333,0,4.346153846,6,2.727272727,2,8
255,22.28333333,49,2,4,0,2,3,1,2,2,2,1,2,4,1,4,1,1,8.92885,0,1.730769231,6,3.363636364,1.8,6
256,15.8,52,1,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,2.510366667,0,4.192307692,0,5,1,11
257,11.71666667,52,1,3,2,1,1,1,1,1,1,1,7,0,6,0,3,0,1.4058,3,1.115384615,0,4.545454545,1,11
258,21.05,45,2,3,0,3,1,1,1,1,2,3,4,1,4,1,2,0,4.349383333,1,5.115384615,8,3.181818182,2.8,8
259,32.33333333,53,1,4,0,1,1,1,1,2,2,1,5,2,4,2,3,0,8.94025,1,1.692307692,1,4.909090909,1,11
260,17,31,1,3,1,2,1,1,1,2,2,2,3,4,3,3,2,1,6.220416667,0,1.807692308,0,4.818181818,2.8,7
261,12.13333333,38,2,5,1,2,2,2,1,2,2,1,2,5,1,5,0,3,2.187483333,0,3.346153846,3,4.181818182,2.8,9
262,19.65,31,2,3,2,1,1,1,1,1,1,1,7,0,6,0,3,0,4.83075,0,4.461538462,1,2.454545455,1,11
263,12.33333333,44,2,2,2,1,1,3,3,1,3,1,4,0,3,0,2,0,2.85655,0,1.153846154,4,4.181818182,1,9
264,17.86666667,51,2,3,0,2,2,3,2,2,2,1,1,5,0,5,0,2,2.724033333,7,1.923076923,5,3.363636364,1.2,8
265,26.3,44,2,2,0,2,1,1,1,1,3,2,4,2,4,1,2,1,7.73345,0,2.5,0,3.727272727,1,11
266,30.71666667,28,2,4,0,1,2,1,1,3,1,1,5,1,4,1,2,1,10.22888333,0,2.769230769,4,3.545454545,1,11
267,13.65,54,2,3,0,1,1,1,1,1,2,1,6,1,5,1,3,0,3.44365,1,2.269230769,4,4.090909091,1,10
268,28.26666667,37,1,2,0,1,1,1,1,1,3,2,5,1,5,0,3,0,6.407683333,0,4.153846154,8,3.454545455,1,11
269,23.35,48,2,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,7.868516667,3,1.807692308,0,4.272727273,1,11
270,16.06666667,52,2,4,1,2,1,1,2,1,1,1,5,2,4,2,2,1,3.170633333,3,3,0,4,2.2,10
271,16.71666667,36,2,2,1,2,2,1,1,1,2,2,3,4,3,3,1,2,3.6902,0,1.192307692,2,4,3.2,10
272,24.71666667,38,1,2,1,2,1,1,1,2,2,1,4,3,3,3,2,1,5.717383333,0,1.461538462,8,4,3,11
273,17.76666667,30,2,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,3.0216,3,2.115384615,3,3.727272727,1,10
274,17.01666667,31,1,4,1,1,1,1,1,2,1,1,6,1,5,1,3,0,7.064033333,0,1.538461538,8,3.818181818,3.8,10
275,14.15,52,1,3,0,2,1,1,1,1,2,1,5,2,4,2,2,1,3.910466667,2,1.346153846,0,4.454545455,1,11
276,13.55,22,2,2,0,3,1,1,3,2,2,1,3,2,2,2,2,0,4.043933333,0,1.269230769,0,3.909090909,1,11
277,13.98333333,40,1,3,0,2,2,1,1,2,1,1,4,3,3,3,1,2,3.09605,3,2.076923077,3,4.363636364,1,10
278,16.01666667,33,1,2,1,2,2,1,2,2,2,2,1,6,1,5,1,2,3.771966667,1,2.807692308,6,3.636363636,1,10
279,13.55,64,1,3,0,1,1,1,1,3,1,1,6,0,5,0,3,0,1.994216667,1,3.576923077,1,3.545454545,1.8,11
280,18.25,26,2,2,2,2,3,1,1,1,2,3,3,2,3,2,1,1,5.618333333,0,2.538461538,2,3.818181818,2.8,9
281,19.21666667,39,1,2,2,1,1,2,1,1,1,1,6,1,5,1,2,1,13.76543333,0,3.576923077,5,3.818181818,1,8
282,13.65,53,2,3,1,1,1,1,1,1,1,1,7,0,6,0,3,0,1.88355,3,1.269230769,0,4.090909091,1.6,11
283,18.55,56,2,3,1,2,1,1,1,1,2,1,5,2,4,2,2,1,4.702383333,2,2.615384615,4,3.818181818,1,8
284,12.68333333,40,2,3,1,2,1,1,2,2,2,1,3,4,2,4,2,1,2.0424,7,1.538461538,7,2.909090909,1,10
285,13.23333333,29,2,2,2,2,3,2,1,2,2,2,1,5,1,4,0,2,3.06795,0,3.653846154,8,3.272727273,3.2,8
286,17.81666667,38,1,2,0,2,2,2,2,2,3,2,0,6,0,5,0,3,5.572333333,0,2.538461538,8,3.636363636,4,7
287,12.41666667,40,2,2,0,1,1,2,1,1,1,1,6,1,5,1,2,1,2.013716667,0,3.846153846,4,3.636363636,1,9
288,17.35,34,2,3,2,2,2,2,1,2,3,2,1,5,1,4,0,3,3.171916667,0,3.653846154,4,4.090909091,2.2,11
289,10.05,25,1,4,2,1,1,1,3,1,2,1,5,1,4,1,3,0,2.609466667,3,1.115384615,8,4.636363636,1,9
290,29.68333333,34,2,4,1,2,1,1,1,1,1,1,6,1,5,1,2,1,7.453866667,0,2.384615385,1,3.909090909,1,11
291,12.01666667,27,2,2,2,1,2,1,1,1,2,1,5,2,4,2,2,1,3.377066667,0,2,1,3.545454545,1,11
292,3.033333333,21,1,2,2,2,2,2,2,2,1,2,1,6,1,5,0,3,0.404933333,3,4.538461538,1,3.272727273,3.6,2
293,23.28333333,54,2,3,2,2,3,1,1,1,3,1,4,1,3,1,1,1,6.151033333,3,2.153846154,1,3.272727273,1,11
294,18.53333333,37,2,3,2,1,1,2,1,1,3,1,5,1,4,1,2,1,4.921333333,3,1.115384615,1,4.818181818,1,10
295,20.2,29,2,3,0,2,2,2,2,2,1,1,2,5,1,5,0,3,5.867033333,7,4,6,3.636363636,3.4,8
296,15.61666667,21,2,2,2,1,1,2,1,2,1,2,4,3,4,2,2,1,3.899866667,1,3.346153846,2,4.090909091,3,10
297,11.95,42,1,3,1,2,1,1,1,1,2,1,5,2,4,2,2,1,3.268166667,3,1.230769231,1,4.454545455,1,11
298,14.43333333,45,2,3,2,2,1,1,1,1,2,1,5,2,4,2,2,1,4.444566667,1,1.807692308,1,4.636363636,1.2,11
299,18.4,19,1,2,1,1,1,1,1,1,2,1,6,1,5,1,3,0,4.03395,1,2.076923077,4,4.454545455,1.8,11
300,14.71666667,43,1,3,1,2,1,1,1,1,1,1,6,1,5,1,2,1,2.032916667,0,1.923076923,1,3.818181818,1,9
301,16.41666667,27,1,3,1,2,2,2,2,2,2,1,1,6,0,6,0,3,2.668766667,7,5.807692308,8,2.909090909,1,9
302,18.88333333,43,2,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,4.775966667,1,1.769230769,4,4.363636364,1,10
303,15.23333333,19,1,2,1,1,1,1,1,2,2,1,5,2,4,2,3,0,2.649483333,0,1.576923077,6,3.363636364,1.6,11
304,14.85,21,1,3,1,2,1,1,1,1,2,2,4,3,4,2,2,1,2.6742,0,1.653846154,0,4.636363636,1,11
305,13.83333333,37,1,2,0,2,2,2,2,2,2,1,1,6,0,6,0,3,3.461666667,0,3.307692308,7,4,2,8
306,33.63333333,29,1,2,0,1,1,1,1,1,1,1,7,0,6,0,3,0,20.06733333,2,1.346153846,0,3.909090909,1,10
307,19.23333333,20,2,3,1,2,2,1,2,1,2,2,2,5,2,4,1,2,4.393016667,0,5.076923077,2,3.363636364,2.4,11
308,21.4,20,1,3,0,2,2,1,3,1,2,2,2,4,2,3,1,2,3.775383333,0,3.807692308,2,3.818181818,1,10
309,19.7,32,1,2,2,2,2,1,2,2,2,2,1,6,1,5,1,2,2.345766667,0,1.192307692,4,3.727272727,2.2,11
310,19.55,31,2,2,2,2,2,2,1,3,1,2,2,4,2,3,0,3,5.3808,0,4.192307692,7,3.181818182,3,10
311,43.23333333,35,2,3,0,2,2,2,2,3,3,2,0,5,0,4,0,3,29.43188333,0,3.692307692,3,2.818181818,1.4,10
312,28.75,50,1,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,9.34175,3,1.346153846,1,3.909090909,1,10
313,16.18333333,57,2,3,2,1,3,1,1,1,3,1,5,0,4,0,2,0,4.350483333,0,2.038461538,3,4.545454545,2.4,10
314,32.5,20,2,3,2,2,2,3,3,1,3,3,1,2,1,2,0,2,4.802383333,0,1.884615385,7,3.454545455,1.8,8
315,17.7,27,2,4,1,1,1,1,1,1,2,1,6,1,5,1,3,0,5.4947,0,2.615384615,3,3.818181818,1.8,11
316,12.2,21,1,2,1,2,2,2,1,2,2,2,1,6,1,5,0,3,2.479333333,0,2.153846154,4,4.363636364,2.6,10
317,13.53333333,26,1,2,0,2,2,3,3,2,2,1,1,4,0,4,0,2,2.051483333,1,1.807692308,7,2.909090909,1.6,9
318,25.15,33,2,4,2,1,1,1,1,1,2,1,6,1,5,1,3,0,3.671366667,3,1.423076923,4,4,1,11
319,21.65,41,2,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,6.277433333,1,2.692307692,2,3.727272727,1,11
320,21.15,57,1,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,3.7184,1,1.230769231,1,5,1,11
321,8.633333333,22,2,1,1,2,2,1,2,2,2,2,1,6,1,5,1,2,1.66965,4,1.153846154,8,4.181818182,2.4,9
322,20.46666667,26,1,3,1,2,2,1,2,2,1,1,3,4,2,4,1,2,4.451933333,0,2.269230769,3,3.818181818,2,10
323,21.95,37,2,2,0,2,3,2,3,3,1,3,1,2,1,2,0,2,6.167633333,0,3.269230769,6,4.181818182,3.8,8
324,15.21666667,25,1,3,2,1,2,1,2,3,2,1,3,3,2,3,2,1,3.442266667,2,4.461538462,4,3.545454545,1,7
325,26.25,24,2,3,2,3,1,1,3,1,2,1,4,1,3,1,2,0,10.83425,2,3.538461538,7,2.727272727,1,8
326,11.68333333,36,2,4,2,2,2,2,2,2,3,1,1,5,0,5,0,3,1.8374,0,3.807692308,4,3.454545455,1.4,9
327,11.1,25,2,1,0,2,2,2,3,2,2,2,0,6,0,5,0,3,2.722083333,0,5.307692308,6,3.454545455,3.4,10
328,36.91666667,53,2,3,0,1,1,1,1,2,1,1,6,1,5,1,3,0,12.2516,0,2.153846154,0,3.909090909,1,11
329,14.36666667,34,1,3,2,2,1,2,2,2,1,2,2,5,2,4,1,2,2.151316667,0,3.115384615,8,4.545454545,3,8
330,12.23333333,55,2,2,1,2,2,1,2,2,2,2,1,6,1,5,1,2,1.677883333,1,2.615384615,7,3.545454545,3.6,9
331,14.16666667,30,2,2,1,2,1,2,1,2,2,2,2,5,2,4,1,2,2.3525,7,3.730769231,7,3.181818182,3.8,9
332,28.78333333,46,2,3,2,2,1,3,1,2,1,1,4,2,3,2,1,1,6.6527,0,3.076923077,4,4.454545455,2.2,11
333,12.5,28,2,2,1,2,1,2,2,2,1,2,2,5,2,4,1,2,2.430566667,0,5.076923077,4,3.363636364,3.2,9
334,15.96666667,28,1,2,2,2,2,2,1,1,2,2,2,5,2,4,0,3,2.85875,0,3.269230769,8,3.454545455,2.6,11
335,11.88333333,34,2,2,1,2,1,2,1,2,2,2,2,5,2,4,1,2,2.741283333,0,3.423076923,5,3.454545455,2.2,8
336,9.816666667,35,1,2,0,1,1,1,1,1,2,1,6,1,5,1,3,0,2.212566667,1,1.807692308,4,3.818181818,1,10
337,13.18333333,18,1,2,1,2,2,2,1,2,2,2,1,6,1,5,0,3,2.72245,0,1.807692308,4,3.727272727,1.6,10
338,16.86666667,49,2,4,2,2,1,3,2,1,2,1,3,3,2,3,1,1,3.260183333,1,1.346153846,7,4.272727273,4.2,9
339,11.78333333,30,2,4,2,2,2,1,1,2,1,1,4,3,3,3,1,2,3.401066667,0,1.115384615,1,4.727272727,3.8,8
340,22.6,40,1,4,0,2,1,2,3,2,2,1,2,4,1,4,1,2,7.21345,0,1.230769231,1,4.636363636,1.6,10
341,30.6,40,2,2,1,1,1,1,1,1,1,1,7,0,6,0,3,0,8.724466667,3,3.961538462,6,3.727272727,3.2,6
342,20.2,38,2,3,1,1,1,1,1,1,2,1,6,1,5,1,3,0,2.673316667,2,4.153846154,0,4,3.2,11
343,10.45,32,2,3,0,2,3,3,3,3,2,1,1,2,0,2,0,1,1.598466667,0,4.538461538,1,2.909090909,2.8,8
344,27.8,32,2,3,2,2,1,1,3,1,2,2,3,3,3,2,2,1,3.3699,0,2.038461538,8,3.636363636,2.8,10
345,17.98333333,50,2,4,1,1,2,1,1,1,2,1,5,2,4,2,2,1,4.488333333,1,2.230769231,2,3.909090909,1,11
346,18.91666667,28,2,4,1,2,1,1,1,2,2,1,4,3,3,3,2,1,6.031316667,0,1.384615385,1,4.090909091,1.4,9
347,21.41666667,55,2,2,1,1,1,1,1,1,1,1,7,0,6,0,3,0,7.1539,0,3.423076923,6,3.272727273,2,10
348,25.01666667,46,1,2,2,1,2,1,1,2,1,1,5,2,4,2,2,1,5.3581,1,1.615384615,8,3.818181818,1.8,9
349,24.66666667,30,2,2,2,2,1,1,3,1,3,1,4,1,3,1,2,1,5.93635,0,1.615384615,2,3.636363636,2.4,10
350,22.75,56,2,3,2,1,1,1,1,1,3,1,6,0,5,0,3,0,6.58765,1,2.923076923,1,4.363636364,1,11
351,14.2,33,1,5,0,1,1,1,1,1,3,1,6,0,5,0,3,0,3.08345,0,3.461538462,1,4.454545455,2,10
352,12.1,35,1,3,1,1,1,1,1,1,1,1,7,0,6,0,3,0,1.977116667,1,2.961538462,0,3.636363636,1,11
353,15.83333333,24,2,2,1,2,2,2,2,2,1,2,1,6,1,5,0,3,6.164916667,7,2.038461538,6,3.181818182,3.6,8
354,25.45,44,1,2,0,1,1,1,1,1,1,1,7,0,6,0,3,0,5.6206,7,3.230769231,0,3.545454545,1,11
355,44.03333333,29,2,5,0,1,3,3,3,3,2,2,1,2,1,1,1,0,13.37936667,7,5.461538462,8,4.272727273,1.2,9
356,10.78333333,28,2,2,2,2,2,2,3,2,3,2,0,5,0,4,0,3,2.039783333,0,1.384615385,4,4.727272727,1,10
357,16.05,19,1,2,1,2,1,1,2,2,1,2,3,4,3,3,2,1,2.881683333,0,1.884615385,4,4.363636364,3.6,10
358,24.7,30,2,3,2,2,2,2,2,2,2,1,1,6,0,6,0,3,6.693333333,0,3.846153846,7,3.181818182,3,9
359,25.66666667,62,2,2,2,2,3,2,1,2,1,1,3,3,2,3,0,2,6.412383333,1,2.730769231,4,4.727272727,2,10
360,19.8,35,2,3,1,2,1,2,1,1,2,2,3,4,3,3,1,2,3.510516667,0,3.769230769,6,3.363636364,3.6,7
361,10.26666667,44,2,4,0,2,2,2,3,3,2,3,0,4,0,4,0,3,1.936083333,0,3.346153846,7,3.454545455,2.4,10
362,32.05,47,1,3,0,2,1,1,1,1,1,1,6,1,5,1,2,1,15.8579,1,2.076923077,4,3.636363636,1,11
363,19.7,18,1,2,0,1,1,1,1,1,2,1,6,1,5,1,3,0,4.85075,4,1.346153846,1,4.181818182,3,10
364,16.65,37,2,3,1,2,2,2,1,2,2,1,2,5,1,5,0,3,2.657233333,0,2.692307692,6,3.272727273,2.2,11
365,18.31666667,21,2,2,0,1,1,1,1,1,2,1,6,1,5,1,3,0,4.866383333,0,2.730769231,6,4,2.2,11
366,37.1,44,1,3,0,2,3,2,2,3,3,3,0,3,0,3,0,2,15.82216667,4,1.461538462,4,3.727272727,5,7
367,15.23333333,30,2,3,2,1,1,1,2,1,2,1,5,2,4,2,3,0,2.072466667,0,3.038461538,8,3.636363636,3,9
368,20.35,45,2,2,1,2,1,1,1,1,1,2,5,2,5,1,2,1,5.5688,0,3.884615385,3,3.545454545,1,11
369,27.15,38,2,3,0,1,1,1,1,1,1,1,7,0,6,0,3,0,6.709516667,0,4.538461538,8,3.090909091,4,10
370,31.65,45,2,2,1,2,2,2,2,2,2,2,0,7,0,6,0,3,2.97385,0,4.769230769,7,3.363636364,2.4,7
371,20.65,30,2,3,0,1,3,1,1,2,3,1,4,1,3,1,2,0,5.20505,1,3.5,0,4.181818182,1,11
372,11.05,18,1,2,2,2,2,2,3,2,2,1,1,5,0,5,0,3,3.720783333,0,2.692307692,8,3.363636364,2,10
373,15.53333333,29,2,2,2,1,2,1,1,1,2,1,5,2,4,2,2,1,3.967216667,0,1.230769231,3,3.909090909,3,11
374,14.98333333,22,2,2,2,2,2,1,1,1,1,2,4,3,4,2,1,2,4.380216667,0,2.423076923,4,3.727272727,5,10
375,23.03333333,30,1,2,0,2,2,2,3,2,2,2,0,6,0,5,0,3,3.853866667,0,3.423076923,2,4.363636364,3,9
376,11.65,21,1,3,2,1,2,1,1,2,1,1,5,2,4,2,2,1,2.454033333,1,4.269230769,0,4.363636364,1,11
377,5.283333333,39,2,4,0,2,3,3,3,2,2,1,1,3,0,3,0,1,0.871433333,0,2.115384615,6,3.727272727,2.8,6
378,24.2,67,2,2,2,2,2,2,3,2,1,2,1,5,1,4,0,3,6.36195,0,1.884615385,8,3.727272727,1,8
379,12.41666667,22,2,3,1,2,2,1,1,1,2,1,4,3,3,3,1,2,2.265483333,0,2.538461538,0,3.818181818,2,10
380,28.31666667,40,1,5,2,1,1,1,2,1,1,1,6,1,5,1,3,0,6.6133,0,1.269230769,4,4.363636364,1,10
381,20.51666667,61,1,2,0,2,2,1,1,3,1,1,4,2,3,2,1,2,3.463483333,7,1.423076923,7,3,1,6
382,13.71666667,25,2,4,1,2,1,1,1,1,2,1,5,2,4,2,2,1,2.080683333,0,1.653846154,0,3.727272727,2.8,11
383,15.21666667,19,2,2,1,2,2,1,2,2,2,2,1,6,1,5,1,2,3.040333333,0,1.230769231,8,3.909090909,1,10
384,19.53333333,39,2,2,0,2,3,2,3,2,2,1,1,4,0,4,0,2,5.5036,0,3.384615385,7,4.272727273,4,10
385,45.83333333,65,2,3,0,2,2,2,3,1,1,2,2,4,2,3,0,3,11.92265,0,3.961538462,1,4.272727273,1,10
386,20.58333333,53,2,3,1,2,1,2,1,1,1,1,5,2,4,2,1,2,3.46945,0,2.615384615,4,3.181818182,3,10
387,17.13333333,35,2,4,0,2,3,3,3,3,1,1,2,1,1,1,0,1,6.730116667,0,4.115384615,6,2.909090909,2.8,8
388,10.23333333,18,1,2,0,1,1,1,1,1,1,1,7,0,6,0,3,0,2.358483333,2,1.346153846,0,4.636363636,2,10
389,17,39,1,4,1,2,1,1,2,2,1,1,4,3,3,3,2,1,2.630733333,0,4.730769231,8,3.363636364,2.2,10
390,20.1,38,1,3,2,1,1,1,1,1,3,1,6,0,5,0,3,0,4.176633333,0,2.307692308,0,3.818181818,1,11
391,15.66666667,30,1,3,0,1,2,1,3,3,3,1,3,1,2,1,2,1,6.9983,1,1.230769231,5,4.272727273,1,11
392,23,25,2,2,2,2,3,3,3,3,2,3,0,2,0,2,0,1,3.713633333,0,4.423076923,6,2.545454545,3.4,9
393,12.75,36,2,2,0,2,2,2,3,2,1,2,1,5,1,4,0,3,2.894883333,0,1.538461538,8,3.636363636,2,8
394,11.76666667,23,2,4,0,1,3,2,1,2,3,2,2,3,2,2,1,1,3.6759,0,1.192307692,2,4.363636364,2.8,9
395,19.91666667,35,1,3,2,2,3,3,1,1,1,1,4,1,3,1,0,1,7.172283333,0,1.307692308,6,3.909090909,1,11
396,14.45,49,2,3,1,1,1,1,1,1,2,2,5,2,5,1,3,0,3.294066667,0,3.269230769,0,3.454545455,1.6,9
397,31.31666667,53,2,4,2,1,3,1,2,1,1,1,5,1,4,1,2,0,9.232333333,0,2.423076923,2,3.818181818,2,9
398,36.16666667,56,1,2,1,2,2,2,1,2,2,2,1,6,1,5,0,3,5.27735,1,4.076923077,4,3.454545455,1.8,5
